iter	adv_max	adv_avg	adv_min	adv_std	mi_max	mi_avg	mi_min	mi_std	r_cons_avg	r_sense_avg	r_intra_avg	r_shape_div_avg	norm_pen_avg	safety_avg	spread_avg	real_fake_loss	ca_blend	ca_rfl_gate	ca_has_data	ks_winner
1100.000000	-1.924210	-2.053137	-2.216682	0.051243	-0.522931	-1.098743	-2.048237	0.248143	0.077453	0.033992	0.945699	0.128043	0.016737	10.765539	0.064022	0.330773	0.000000	0.000000	1.000000	0.000000
1200.000000	-2.123332	-2.282042	-2.492996	0.056284	-0.627185	-1.175361	-2.926863	0.309075	0.085264	0.038778	0.963587	0.145583	0.024613	10.539206	0.072791	0.330352	0.000000	0.000000	1.000000	0.000000
1300.000000	-2.049145	-2.253623	-2.498146	0.071649	-0.562584	-1.346972	-2.798295	0.350331	0.085291	0.027179	0.974466	0.136441	0.019497	10.206370	0.068220	0.313717	0.000000	0.000000	1.000000	0.000000
1400.000000	-2.254658	-2.370434	-2.502295	0.040709	-0.358166	-0.997241	-2.707996	0.338889	0.091362	0.044003	0.904900	0.136227	0.022880	11.250510	0.068113	0.313814	0.000000	0.000000	1.000000	0.000000
1500.000000	-2.116898	-2.481088	-2.665465	0.071262	-0.424404	-1.051896	-2.947961	0.346861	0.076747	0.040448	0.901890	0.116582	0.013198	10.812078	0.058291	0.304931	0.000000	0.000000	1.000000	0.000000
1600.000000	-1.983147	-2.147434	-2.296251	0.048681	-0.341650	-0.746952	-2.032305	0.230339	0.069590	0.049126	0.944779	0.117254	0.011388	11.011200	0.058627	0.332149	0.000000	0.000000	1.000000	0.000000
1700.000000	-2.128114	-2.337802	-2.550625	0.068215	-0.316175	-0.787715	-1.870293	0.268997	0.079928	0.049574	0.915018	0.114714	0.011608	11.042160	0.057357	0.294933	0.000000	0.000000	1.000000	0.000000
1800.000000	-2.081906	-2.235060	-2.407197	0.056146	-0.301526	-0.678486	-1.855449	0.238335	0.084795	0.050173	0.907498	0.116950	0.013103	11.116892	0.058475	0.315237	0.000000	0.000000	1.000000	0.000000
1900.000000	-2.366786	-2.545115	-2.766339	0.074268	-0.191970	-0.712127	-2.221974	0.343986	0.072314	0.037269	0.518480	0.055186	0.002699	12.960014	0.027593	0.307591	0.000000	0.000000	1.000000	0.000000
2000.000000	-2.011719	-2.249445	-2.461386	0.087598	-0.357766	-0.870953	-1.762345	0.259179	0.077311	0.036381	0.988491	0.129585	0.015368	10.260481	0.064793	0.323677	0.000000	0.000000	1.000000	0.000000
2100.000000	-2.057506	-2.256828	-2.472557	0.066140	-0.507395	-1.036955	-1.938506	0.251249	0.084807	0.034985	0.980885	0.135259	0.018586	10.137245	0.067630	0.312037	0.000000	0.000000	1.000000	0.000000
2200.000000	-2.106426	-2.443901	-2.676775	0.092026	-0.288448	-1.048308	-2.855238	0.397688	0.085904	0.032493	0.982960	0.137643	0.019674	10.202709	0.068821	0.306169	0.000000	0.000000	1.000000	0.000000
2300.000000	-1.962746	-2.470910	-2.785477	0.149120	-0.246918	-0.684527	-3.381335	0.324873	0.083018	0.053502	0.875142	0.108164	0.010352	11.678501	0.054082	0.315835	0.000000	0.000000	1.000000	0.000000
2400.000000	-2.095324	-2.558737	-2.846253	0.125744	-0.356131	-0.860520	-3.275578	0.356403	0.087953	0.047869	0.865786	0.119818	0.014553	11.162962	0.059909	0.327179	0.000000	0.000000	1.000000	0.000000
2500.000000	-2.106792	-2.944866	-3.345449	0.211190	-0.268197	-0.776984	-3.040009	0.382213	0.077981	0.059815	0.784787	0.097107	0.008680	11.733515	0.048554	0.394083	0.000000	0.281650	1.000000	0.000000
2600.000000	-1.567734	-2.470538	-3.121657	0.267160	-0.325286	-1.030089	-2.908458	0.452646	0.090860	0.046668	0.882062	0.121547	0.015584	10.703814	0.060774	0.446616	0.000000	1.000000	1.000000	0.000000
2700.000000	-1.125143	-1.799738	-2.662357	0.321866	-0.405187	-1.830667	-5.201846	0.782204	0.121965	0.026645	0.955811	0.149609	0.023820	9.727635	0.074805	0.448368	0.000000	1.000000	1.000000	0.000000
2800.000000	-1.067887	-1.786507	-2.463229	0.302760	-0.352049	-1.234068	-3.470024	0.549000	0.096217	0.040560	0.929003	0.133195	0.017266	10.194385	0.066598	0.498952	0.000000	1.000000	1.000000	0.000000
2900.000000	-0.866998	-1.609464	-2.480922	0.373518	-0.236372	-1.166801	-3.997400	0.678515	0.089760	0.043697	0.884034	0.114004	0.011614	10.415204	0.057002	0.445600	0.000000	1.000000	1.000000	0.000000
3000.000000	-0.956984	-1.589084	-2.474699	0.296231	-0.402760	-1.362661	-3.846217	0.560620	0.096422	0.037745	0.913533	0.116909	0.012815	10.010543	0.058454	0.464978	0.000000	1.000000	1.000000	0.000000
3100.000000	-0.734761	-1.205359	-1.766791	0.244846	-0.389439	-1.394432	-3.548700	0.446879	0.085102	0.028579	0.960280	0.123393	0.013699	9.756055	0.061696	0.442527	0.000000	1.000000	1.000000	0.000000
3200.000000	-0.867398	-1.400926	-2.249309	0.252712	-0.256870	-1.130186	-4.401612	0.551310	0.093062	0.040267	0.963151	0.130441	0.017065	10.035577	0.065220	0.454825	0.000000	1.000000	1.000000	0.000000
3300.000000	-0.972619	-1.430947	-2.094210	0.228692	-0.433222	-1.216526	-3.267223	0.488812	0.090554	0.034173	0.967837	0.127776	0.015498	9.841947	0.063888	0.463664	0.000000	1.000000	1.000000	0.000000
3400.000000	-0.975457	-1.508918	-2.318419	0.270393	-0.353851	-1.150594	-4.175165	0.517531	0.089885	0.042185	0.936501	0.118957	0.012693	10.161441	0.059479	0.465204	0.000000	1.000000	1.000000	0.000000
3500.000000	-0.722366	-1.223989	-1.844629	0.194400	-0.291278	-1.086033	-2.701929	0.443515	0.094466	0.039911	0.970162	0.126812	0.014899	9.986734	0.063406	0.452503	0.000000	1.000000	1.000000	0.000000
3600.000000	-1.069277	-1.433548	-2.051398	0.178805	-0.357353	-1.216143	-3.722928	0.484625	0.093576	0.037858	0.947609	0.119931	0.012639	9.860552	0.059965	0.477347	0.000000	1.000000	1.000000	0.000000
3700.000000	-1.060462	-1.446518	-2.300010	0.200981	-0.217708	-0.789681	-2.634531	0.356035	0.083104	0.042427	0.944180	0.113260	0.009438	10.059467	0.056630	0.489952	0.000000	1.000000	1.000000	0.000000
3800.000000	-0.899749	-1.429657	-2.083278	0.256499	-0.244491	-0.822583	-3.075275	0.386188	0.085928	0.047755	0.874082	0.097452	0.005027	10.506456	0.048726	0.434941	0.000000	1.000000	1.000000	0.000000
3900.000000	-0.949492	-1.459612	-2.120816	0.215616	-0.246166	-0.894087	-3.912157	0.499253	0.085537	0.040696	0.963865	0.121474	0.012546	9.989567	0.060737	0.461196	0.000000	1.000000	1.000000	0.000000
4000.000000	-1.124508	-1.438393	-2.361181	0.214512	-0.215850	-0.928949	-4.082746	0.584950	0.078115	0.046930	0.501354	0.050988	0.001912	11.469194	0.025494	0.539120	0.000000	1.000000	1.000000	0.000000
4100.000000	-1.075045	-1.434133	-2.214282	0.178137	-0.235376	-0.761679	-2.523926	0.367389	0.079923	0.035060	0.867300	0.097139	0.005267	10.210659	0.048570	0.519923	0.000000	1.000000	1.000000	0.000000
4200.000000	-1.051928	-1.427812	-2.299232	0.240260	-0.153695	-0.790866	-3.236023	0.525009	0.083325	0.042041	0.938220	0.110274	0.008235	10.182423	0.055137	0.506240	0.000000	1.000000	1.000000	0.000000
4300.000000	-0.929356	-1.286650	-1.999136	0.191844	-0.130046	-0.953918	-4.025166	0.645883	0.090412	0.049221	0.882951	0.100225	0.005992	10.400643	0.050113	0.517641	0.000000	1.000000	1.000000	0.000000
4400.000000	-0.937476	-1.491040	-2.377288	0.326829	-0.112112	-0.491239	-2.110078	0.235950	0.072707	0.056021	0.796467	0.085574	0.003016	11.189544	0.042787	0.445926	0.000000	1.000000	1.000000	0.000000
4500.000000	-0.986353	-1.694838	-2.594446	0.426281	-0.158334	-0.586056	-1.857968	0.243477	0.075498	0.058767	0.731901	0.078602	0.002807	11.482136	0.039301	0.416584	0.000000	0.731680	1.000000	0.000000
4600.000000	-0.855385	-1.345914	-2.157457	0.202857	-0.249170	-0.673368	-2.217253	0.277779	0.080298	0.052061	0.760194	0.079454	0.001801	10.764316	0.039727	0.514337	0.000500	1.000000	1.000000	0.000000
4700.000000	-0.963546	-1.356736	-2.136941	0.192769	-0.188704	-0.595079	-2.470937	0.321857	0.080896	0.049882	0.906735	0.107353	0.008353	10.273855	0.053676	0.481861	0.001000	1.000000	1.000000	0.000000
4800.000000	-0.794616	-1.330961	-2.252857	0.201989	-0.123409	-0.566070	-1.823570	0.295730	0.086091	0.053518	0.874342	0.098429	0.005570	10.365316	0.049215	0.430807	0.001500	1.000000	1.000000	0.000000
4900.000000	-1.208187	-1.606219	-2.293235	0.189004	-0.171428	-0.876278	-2.691656	0.492640	0.077329	0.042193	0.763600	0.084598	0.004400	10.421791	0.042299	0.471708	0.002000	1.000000	1.000000	0.000000
5000.000000	-0.846725	-1.442225	-2.397786	0.288467	-0.113336	-0.540998	-2.198168	0.278989	0.075691	0.051879	0.861120	0.100192	0.007065	10.569099	0.050096	0.491723	0.002500	1.000000	1.000000	0.000000
5100.000000	-1.000576	-1.450049	-2.279210	0.192034	-0.191684	-0.603123	-2.645340	0.372425	0.091460	0.051888	0.939651	0.127134	0.016599	10.046529	0.063567	0.466107	0.003000	1.000000	1.000000	0.000000
5200.000000	-1.102066	-1.624981	-2.354736	0.190027	-0.087082	-0.547219	-2.514206	0.410976	0.093607	0.052595	0.966783	0.132808	0.018068	9.926127	0.066404	0.448528	0.003500	1.000000	1.000000	0.000000
5300.000000	-0.877887	-1.294113	-2.298762	0.185929	-0.079266	-0.453087	-2.076160	0.288206	0.092043	0.057306	0.937353	0.122379	0.013989	10.162431	0.061189	0.471154	0.004000	1.000000	1.000000	0.000000
5400.000000	-0.841250	-1.383065	-2.587143	0.232198	-0.036907	-0.512459	-3.281064	0.421723	0.085240	0.054652	0.906756	0.114447	0.011613	10.410404	0.057224	0.450738	0.004500	1.000000	1.000000	0.000000
5500.000000	-0.669806	-1.463935	-2.622156	0.344674	-0.061492	-0.337824	-2.754608	0.237553	0.081041	0.065857	0.800171	0.097470	0.008030	11.048855	0.048735	0.474915	0.005000	1.000000	1.000000	0.000000
5600.000000	-0.704536	-1.240887	-2.103683	0.195137	-0.101893	-0.489827	-1.641591	0.262897	0.095337	0.052139	0.954232	0.137174	0.018171	9.972509	0.068587	0.519735	0.005500	1.000000	1.000000	0.000000
5700.000000	-1.001870	-1.553183	-2.410211	0.209249	-0.065654	-0.404739	-2.207801	0.345242	0.091778	0.053916	0.940207	0.136554	0.019764	10.161140	0.068277	0.475320	0.006000	1.000000	1.000000	0.000000
5800.000000	-0.682084	-1.223869	-2.443553	0.263064	-0.059162	-0.432119	-2.935263	0.328593	0.101664	0.066211	0.836297	0.094274	0.004003	10.941159	0.047137	0.460599	0.006500	1.000000	1.000000	0.000000
5900.000000	-0.867889	-1.453390	-1.962885	0.194818	-0.074340	-0.484958	-1.909975	0.293516	0.100333	0.051123	0.966803	0.144458	0.020859	9.903046	0.072229	0.440200	0.007000	1.000000	1.000000	0.000000
6000.000000	-0.813315	-1.332898	-2.155885	0.185599	-0.113503	-0.603552	-2.624469	0.365143	0.109297	0.049703	0.984193	0.156822	0.025600	9.765735	0.078411	0.471349	0.007500	1.000000	1.000000	0.000000
6100.000000	-0.713865	-1.376913	-1.988333	0.237327	-0.093615	-0.429656	-2.762039	0.286865	0.098374	0.053066	0.965312	0.151155	0.023354	9.910213	0.075578	0.432368	0.008000	1.000000	1.000000	0.000000
6200.000000	-1.016954	-1.610139	-2.822284	0.196091	-0.055179	-0.363754	-3.059727	0.306245	0.100370	0.058452	0.963902	0.154803	0.024551	9.985699	0.077401	0.425592	0.007751	0.911847	1.000000	0.000000
6300.000000	-0.960504	-1.469283	-2.341918	0.245221	-0.072955	-0.397282	-2.403276	0.298648	0.097549	0.068209	0.880824	0.128005	0.014365	10.613118	0.064003	0.431771	0.009000	1.000000	1.000000	0.000000
6400.000000	-0.665358	-1.413238	-2.467417	0.304496	-0.053111	-0.325045	-2.992978	0.295848	0.091275	0.067775	0.917716	0.128958	0.014223	10.530415	0.064479	0.471321	0.009500	1.000000	1.000000	0.000000
6500.000000	-0.913077	-1.459221	-2.364231	0.298202	-0.062316	-0.663155	-4.634536	0.628318	0.102361	0.053376	0.935996	0.121719	0.008214	10.316669	0.060859	0.477006	0.010000	1.000000	1.000000	0.000000
6600.000000	-0.955091	-1.456788	-2.253399	0.200300	-0.105552	-0.587497	-2.975054	0.453093	0.104845	0.049712	0.955621	0.149534	0.020019	10.029311	0.074767	0.465340	0.010500	1.000000	1.000000	0.000000
6700.000000	-0.858779	-1.557376	-2.490379	0.330539	-0.054819	-0.381100	-2.488165	0.328266	0.103588	0.064316	0.943779	0.135309	0.014195	10.299530	0.067654	0.409319	0.006450	0.586377	1.000000	0.000000
6800.000000	-0.803462	-1.468463	-2.720504	0.306665	-0.038533	-0.395840	-4.010511	0.413968	0.099918	0.072657	0.928112	0.121076	0.008289	10.550876	0.060538	0.439230	0.011500	1.000000	1.000000	0.000000
6900.000000	-0.922252	-1.455024	-2.310798	0.189155	-0.062137	-0.487858	-3.474778	0.406902	0.111022	0.060643	0.982565	0.163221	0.023749	9.871062	0.081611	0.406090	0.006261	0.521792	1.000000	0.000000
7000.000000	-0.885425	-1.519448	-2.537754	0.224801	-0.027995	-0.425933	-2.909871	0.361640	0.112007	0.060614	0.987349	0.167163	0.024393	9.928458	0.083581	0.425684	0.011421	0.913689	1.000000	0.000000
7100.000000	-0.824504	-1.430713	-2.597915	0.353843	-0.044530	-0.435036	-3.376421	0.459316	0.098129	0.069767	0.888303	0.104357	0.003367	10.947208	0.052178	0.442428	0.013000	1.000000	1.000000	0.000000
7200.000000	-1.045808	-1.654014	-2.257623	0.195395	-0.045552	-0.505008	-2.532990	0.450982	0.115304	0.048744	0.995047	0.189497	0.034486	9.635154	0.094749	0.435649	0.013500	1.000000	1.000000	0.000000
7300.000000	-0.871577	-1.520718	-2.437594	0.234534	-0.034320	-0.342718	-2.242712	0.297003	0.108356	0.062037	0.968319	0.162547	0.025125	10.007199	0.081274	0.435020	0.014000	1.000000	1.000000	0.000000
7400.000000	-0.929785	-1.482418	-2.402552	0.229693	-0.063305	-0.446150	-3.441706	0.385059	0.110233	0.062790	0.967146	0.160792	0.024652	10.009186	0.080396	0.444523	0.014500	1.000000	1.000000	0.000000
7500.000000	-0.930018	-1.553304	-2.824385	0.318524	-0.064715	-0.527643	-4.005921	0.540803	0.103818	0.065181	0.941085	0.125045	0.008385	10.525708	0.062522	0.443393	0.015000	1.000000	1.000000	0.000000
7600.000000	-0.898688	-1.421523	-1.971476	0.173789	-0.044696	-0.471550	-2.515964	0.404939	0.113929	0.057300	0.984255	0.173912	0.033000	9.881367	0.086956	0.439950	0.015000	1.000000	1.000000	0.000000
7700.000000	-0.896280	-1.388160	-2.369026	0.229937	-0.055280	-0.458956	-2.249480	0.359134	0.121086	0.065600	0.966444	0.152774	0.020297	10.153829	0.076387	0.483600	0.015000	1.000000	1.000000	0.000000
7800.000000	-0.999415	-1.514925	-2.590686	0.214182	-0.044741	-0.576891	-3.889208	0.531051	0.114143	0.065957	0.946970	0.151098	0.022124	10.306994	0.075549	0.473587	0.015000	1.000000	1.000000	0.000000
7900.000000	-0.853534	-1.263095	-1.918791	0.180956	-0.075459	-0.469454	-3.968816	0.342582	0.109480	0.059392	0.968242	0.164213	0.027482	10.018187	0.082107	0.455406	0.015000	1.000000	1.000000	0.000000
8000.000000	-0.823729	-1.447078	-2.684635	0.294426	-0.035741	-0.560725	-3.533823	0.456196	0.099065	0.060532	0.929680	0.134760	0.016397	10.471566	0.067380	0.478397	0.015000	1.000000	1.000000	0.000000
8100.000000	-0.891751	-1.280029	-2.106182	0.206247	-0.061528	-0.444804	-2.474042	0.341680	0.102307	0.072347	0.908683	0.129980	0.017276	10.734537	0.064990	0.482538	0.015000	1.000000	1.000000	0.000000
8200.000000	-0.944344	-1.393626	-1.988557	0.176875	-0.050534	-0.493426	-3.863164	0.517552	0.113254	0.065353	0.967571	0.165500	0.030958	10.101959	0.082750	0.473479	0.015000	1.000000	1.000000	0.000000
8300.000000	-0.915564	-1.333648	-2.199300	0.168498	-0.099516	-0.806042	-3.915699	0.592206	0.118647	0.063775	0.960715	0.147727	0.021272	10.207538	0.073863	0.495060	0.015000	1.000000	1.000000	0.000000
8400.000000	-0.910849	-1.202450	-1.747611	0.138127	-0.100688	-0.669405	-3.201066	0.492321	0.116158	0.059452	0.981124	0.157007	0.024704	10.001489	0.078504	0.508527	0.015000	1.000000	1.000000	0.000000
8500.000000	-0.777417	-1.232831	-1.962854	0.221339	-0.083870	-0.569403	-2.688782	0.324530	0.112547	0.063602	0.915407	0.119298	0.010452	10.625417	0.059649	0.534471	0.015000	1.000000	1.000000	0.000000
8600.000000	-0.900994	-1.317087	-2.052787	0.165129	-0.032750	-0.482637	-2.390328	0.384781	0.117377	0.065330	0.965951	0.161460	0.027751	10.079575	0.080730	0.462407	0.015000	1.000000	1.000000	0.000000
8700.000000	-0.801891	-1.294952	-2.204361	0.278912	-0.065199	-0.618890	-2.913525	0.363199	0.116532	0.072160	0.746629	0.082413	0.002912	11.636021	0.041207	0.480726	0.015000	1.000000	1.000000	0.000000
8800.000000	-0.917843	-1.322029	-1.971537	0.163793	-0.060494	-0.663392	-3.433435	0.490763	0.113763	0.060828	0.963765	0.156045	0.025544	10.171325	0.078023	0.486393	0.015000	1.000000	1.000000	0.000000
8900.000000	-0.844013	-1.328212	-2.234696	0.199365	-0.088102	-0.543018	-2.503728	0.404046	0.105912	0.070511	0.924022	0.135072	0.019674	10.554045	0.067536	0.470771	0.015000	1.000000	1.000000	0.000000
9000.000000	-0.862115	-1.303315	-2.103187	0.219782	-0.092443	-0.578713	-2.048343	0.343331	0.102957	0.057571	0.902700	0.131480	0.018943	10.475645	0.065740	0.497410	0.015000	1.000000	1.000000	0.000000
9100.000000	-0.845098	-1.212787	-2.110266	0.177746	-0.091952	-0.636797	-3.392134	0.417666	0.108054	0.058773	0.923918	0.129141	0.015717	10.483514	0.064570	0.526507	0.015000	1.000000	1.000000	0.000000
9200.000000	-0.935523	-1.343946	-1.953915	0.164842	-0.162427	-0.756141	-3.256891	0.447018	0.114147	0.051119	0.975105	0.163493	0.028125	9.931860	0.081747	0.480481	0.015000	1.000000	1.000000	0.000000
9300.000000	-1.009253	-1.465159	-2.339036	0.191657	-0.080421	-0.546369	-2.002203	0.314448	0.107797	0.061236	0.947235	0.155515	0.027402	10.209346	0.077758	0.459902	0.015000	1.000000	1.000000	0.000000
9400.000000	-0.859241	-1.271420	-2.192188	0.193374	-0.151084	-0.711480	-2.269598	0.348583	0.110181	0.060628	0.934403	0.137986	0.018626	10.379317	0.068993	0.454342	0.015000	1.000000	1.000000	0.000000
9500.000000	-0.712030	-1.159495	-1.663337	0.165441	-0.073830	-0.788075	-3.333693	0.541937	0.115333	0.053640	0.968269	0.156327	0.027750	10.035121	0.078164	0.502238	0.015000	1.000000	1.000000	0.000000
9600.000000	-0.796014	-1.193295	-1.802457	0.162667	-0.084889	-0.730723	-3.853472	0.519228	0.114216	0.060391	0.949893	0.151816	0.027218	10.253026	0.075908	0.532275	0.015000	1.000000	1.000000	0.000000
9700.000000	-0.795692	-1.230646	-2.062742	0.198106	-0.052632	-0.597682	-2.443644	0.393021	0.127856	0.065692	0.936664	0.137942	0.019543	10.443215	0.068971	0.495778	0.015000	1.000000	1.000000	0.000000
9800.000000	-0.681322	-1.101183	-1.809656	0.175581	-0.084784	-0.660756	-2.558234	0.379453	0.111374	0.057378	0.961517	0.156295	0.027720	10.118659	0.078147	0.533049	0.015000	1.000000	1.000000	0.000000
9900.000000	-0.756334	-1.192375	-2.230691	0.219175	-0.122074	-0.623714	-2.314825	0.320688	0.121921	0.068739	0.922001	0.121500	0.010586	10.595743	0.060750	0.493481	0.015000	1.000000	1.000000	0.000000
10000.000000	-0.771539	-1.254847	-2.160320	0.260731	-0.040514	-0.860126	-4.951234	0.796893	0.101944	0.061736	0.596062	0.064981	0.003455	13.159083	0.032490	0.542801	0.015000	1.000000	1.000000	0.000000
10100.000000	-0.746940	-1.249396	-1.887088	0.174054	-0.072880	-0.568020	-2.756459	0.382992	0.109640	0.058630	0.955450	0.155465	0.026876	10.161190	0.077733	0.521956	0.015000	1.000000	1.000000	0.000000
10200.000000	-0.796385	-1.218211	-2.089879	0.174592	-0.093134	-0.750731	-4.336087	0.578490	0.109947	0.055530	0.900383	0.131082	0.018970	10.610515	0.065541	0.533304	0.015000	1.000000	1.000000	0.000000
10300.000000	-0.827434	-1.166764	-1.924324	0.163192	-0.078838	-0.789312	-2.704801	0.409260	0.118444	0.055194	0.946482	0.152157	0.028833	10.247889	0.076078	0.515077	0.015000	1.000000	1.000000	0.000000
10400.000000	-0.805160	-1.213274	-1.990106	0.199464	-0.170693	-0.746411	-2.260099	0.341628	0.105925	0.063549	0.919128	0.135818	0.020216	10.530429	0.067909	0.505041	0.015000	1.000000	1.000000	0.000000
10500.000000	-0.902872	-1.383956	-2.228590	0.239336	-0.125950	-0.634689	-2.385835	0.343278	0.103618	0.066946	0.772378	0.092433	0.007051	11.850038	0.046217	0.591769	0.005469	0.364628	1.000000	0.000000
10600.000000	-0.871428	-1.295927	-2.146131	0.203406	-0.090491	-0.706555	-2.789742	0.420554	0.106280	0.065135	0.882332	0.126313	0.016303	10.913128	0.063156	0.540226	0.015000	1.000000	1.000000	0.000000
10700.000000	-0.869389	-1.215099	-1.839877	0.144915	-0.125820	-0.673285	-2.335786	0.422971	0.105201	0.062718	0.896827	0.130556	0.019971	10.779660	0.065278	0.570282	0.011916	0.794368	1.000000	0.000000
10800.000000	-0.918193	-1.295517	-1.918215	0.172339	-0.057467	-0.608552	-3.462533	0.421183	0.103098	0.068753	0.886971	0.123050	0.016781	10.922187	0.061525	0.521535	0.015000	1.000000	1.000000	0.000000
10900.000000	-0.773057	-1.160515	-1.762729	0.173993	-0.186618	-1.056272	-4.077562	0.593114	0.137792	0.061373	0.894886	0.116003	0.011503	10.661684	0.058001	0.544736	0.015000	1.000000	1.000000	0.000000
11000.000000	-0.814663	-1.149843	-1.848579	0.162617	-0.123861	-0.876164	-3.334588	0.494228	0.116268	0.059135	0.938745	0.148029	0.024805	10.326171	0.074015	0.541622	0.015000	1.000000	1.000000	0.000000
11100.000000	-0.842435	-1.363258	-2.108260	0.226679	-0.053140	-0.629758	-3.808334	0.555986	0.100841	0.064773	0.696904	0.079311	0.004604	12.523770	0.039655	0.511433	0.015000	1.000000	1.000000	0.000000
11200.000000	-0.831383	-1.106671	-1.662349	0.123999	-0.082175	-0.766174	-3.380056	0.511591	0.113558	0.060799	0.941369	0.152172	0.025920	10.326651	0.076086	0.544899	0.015000	1.000000	1.000000	0.000000
11300.000000	-0.670460	-1.050325	-1.493008	0.151878	-0.094463	-0.686696	-3.039577	0.429489	0.109376	0.065273	0.914847	0.134365	0.018441	10.622357	0.067182	0.532694	0.015000	1.000000	1.000000	0.000000
11400.000000	-0.810591	-1.163116	-1.946250	0.149221	-0.109902	-0.914479	-3.723081	0.635643	0.119071	0.063824	0.914741	0.134348	0.018732	10.584342	0.067174	0.551807	0.015000	1.000000	1.000000	0.000000
11500.000000	-0.909853	-1.331205	-2.258230	0.203739	-0.121639	-0.643018	-2.988854	0.398681	0.106953	0.072347	0.896154	0.120342	0.012262	10.843110	0.060171	0.544104	0.015000	1.000000	1.000000	0.000000
11600.000000	-0.737251	-1.092706	-1.798593	0.181163	-0.135079	-1.043166	-4.442131	0.639207	0.110026	0.048329	0.861792	0.120703	0.013953	10.722241	0.060352	0.550908	0.015000	1.000000	1.000000	0.000000
11700.000000	-0.826793	-1.095029	-1.689708	0.149187	-0.194381	-0.945850	-4.253792	0.551746	0.115387	0.054822	0.938119	0.138830	0.019181	10.417713	0.069415	0.578617	0.009415	0.627668	1.000000	0.000000
11800.000000	-0.757647	-1.094026	-1.784749	0.144053	-0.082652	-0.827915	-3.800810	0.542777	0.117600	0.062087	0.936571	0.152491	0.026682	10.374310	0.076246	0.538622	0.015000	1.000000	1.000000	0.000000
11900.000000	-0.789323	-1.058650	-1.571382	0.117241	-0.178309	-1.113501	-4.303385	0.669261	0.124855	0.045702	0.964771	0.161070	0.027837	9.961345	0.080535	0.552534	0.015000	1.000000	1.000000	0.000000
