iter	adv_short	mi_short	adv_med	mi_med	ent_long	sense_short	intra_short	adv_avg_short	sense_med	shape_div_avg	w_adv	w_mi	w_div	w_sense	w_intra	w_shape	w_cons_floor	w_norm	ks_dom_score	ks_sit_score	ks_hist_score	ks_topo_score	ks_dom_weight	ks_sit_weight	ks_hist_weight	ks_topo_weight	ks_winner	ks_win_dom	ks_win_sit	ks_win_hist	ks_win_topo
8200.000000	0.004044	0.000300	0.001110	-0.000329	0.000065	0.000644	-0.003834	0.001626	0.000026	0.165500	0.530000	0.106585	0.478354	0.100000	0.300000	0.120000	0.100000	0.040000	1.032673	0.997833	1.004022	0.999974	0.253018	0.248648	0.249419	0.248915	0.000000	8201.000000	0.000000	0.000000	0.000000
8300.000000	-0.001304	0.001072	-0.000773	-0.000216	-0.000595	0.000794	-0.001995	-0.001634	-0.000062	0.147727	0.611687	0.104321	0.438076	0.101538	0.300000	0.120000	0.100000	0.040000	1.033244	1.000117	1.000000	1.000773	0.253101	0.248944	0.248929	0.249025	0.000000	8301.000000	0.000000	0.000000	0.000000
8400.000000	-0.005075	0.002513	-0.000278	0.000042	-0.000261	0.000100	0.006876	0.002630	0.000111	0.157007	0.530000	0.100000	0.480000	0.100000	0.150000	0.120000	0.100000	0.040000	1.032578	1.001289	1.000000	1.000278	0.253017	0.249090	0.248929	0.248964	0.000000	8401.000000	0.000000	0.000000	0.000000
8500.000000	0.009914	-0.000634	0.000070	0.000074	-0.000038	-0.000615	0.000313	0.007859	-0.000153	0.119298	0.530000	0.119007	0.475248	0.103829	0.150000	0.120000	0.100000	0.040000	1.032330	0.995384	1.009914	1.000000	0.252875	0.248247	0.250057	0.248821	0.000000	8501.000000	0.000000	0.000000	0.000000
8600.000000	-0.007026	0.000435	-0.000981	-0.000092	-0.000018	0.000484	0.003639	-0.001016	0.000066	0.161460	0.580797	0.101842	0.454141	0.100000	0.150000	0.120000	0.100000	0.040000	1.033406	1.003308	1.000000	1.000981	0.253010	0.249231	0.248819	0.248941	0.000000	8601.000000	0.000000	0.000000	0.000000
8700.000000	-0.000376	-0.000082	-0.000591	-0.000324	-0.000250	-0.000154	0.001146	0.004677	-0.000044	0.082413	0.530000	0.108952	0.477762	0.101108	0.150000	0.120000	0.100000	0.040000	1.033216	1.000229	1.000000	1.000591	0.253101	0.248961	0.248932	0.249006	0.000000	8701.000000	0.000000	0.000000	0.000000
8800.000000	0.004348	0.001109	-0.000825	0.000075	-0.000123	0.000502	-0.000572	0.006602	0.000254	0.156045	0.530000	0.100000	0.480000	0.100000	0.207179	0.120000	0.100000	0.040000	1.033144	0.997276	1.004348	1.000826	0.253043	0.248545	0.249426	0.248987	0.000000	8801.000000	0.000000	0.000000	0.000000
8900.000000	-0.001775	-0.001808	0.002060	-0.000304	-0.000324	-0.000223	0.003493	0.003378	-0.000020	0.135072	0.530000	0.160323	0.464919	0.100495	0.150000	0.120000	0.100000	0.040000	1.032595	1.001793	1.000000	1.000000	0.253012	0.249145	0.248922	0.248922	0.000000	8901.000000	0.000000	0.000000	0.000000
9000.000000	0.007919	-0.002178	0.000377	-0.000212	-0.000433	-0.001422	0.006315	0.011142	-0.000096	0.131480	0.530000	0.169573	0.462607	0.102411	0.150000	0.120000	0.100000	0.040000	1.032488	0.997146	1.007919	1.000000	0.252898	0.248468	0.249810	0.248823	0.000000	9001.000000	0.000000	0.000000	0.000000
9100.000000	-0.000136	0.000416	-0.000908	0.000554	0.000090	0.000570	0.000279	-0.000063	-0.000025	0.129141	0.533126	0.100000	0.478437	0.100634	0.150000	0.120000	0.100000	0.040000	1.033256	0.999860	0.999970	1.000872	0.253109	0.248917	0.248931	0.249043	0.000000	9101.000000	0.000000	0.000000	0.000000
9200.000000	-0.001741	0.001579	0.000171	0.000874	-0.000033	-0.000275	0.003839	0.003825	0.000283	0.163493	0.530000	0.100000	0.480000	0.100000	0.150000	0.120000	0.100000	0.040000	1.032331	1.000082	1.000000	1.000000	0.253041	0.248993	0.248983	0.248983	0.000000	9201.000000	0.000000	0.000000	0.000000
9300.000000	-0.001916	0.001392	0.000453	0.000293	0.000004	0.000029	0.002359	-0.004972	0.000082	0.155515	0.730000	0.100000	0.380000	0.100000	0.150000	0.120000	0.100000	0.040000	1.032336	1.000263	0.999999	0.999998	0.253036	0.249010	0.248977	0.248977	0.000000	9301.000000	0.000000	0.000000	0.000000
9400.000000	-0.011095	0.002655	-0.000775	0.000903	-0.000813	0.001231	-0.002847	-0.004012	0.000113	0.137986	0.730000	0.100000	0.380000	0.100000	0.300000	0.120000	0.100000	0.040000	1.033000	1.004252	1.000000	1.000775	0.252948	0.249338	0.248809	0.248905	0.000000	9401.000000	0.000000	0.000000	0.000000
9500.000000	0.001093	-0.000425	0.000027	0.000070	-0.000442	0.000087	-0.003061	-0.002209	0.000145	0.156327	0.640427	0.112761	0.421596	0.100000	0.300000	0.120000	0.100000	0.040000	1.032276	0.999667	1.001093	1.000000	0.253014	0.248922	0.249100	0.248964	0.000000	9501.000000	0.000000	0.000000	0.000000
9600.000000	-0.001561	-0.000175	0.001550	-0.000088	-0.000634	0.000258	-0.004210	-0.002931	0.000039	0.151816	0.676564	0.107019	0.404963	0.100000	0.300000	0.120000	0.100000	0.040000	1.032338	1.000869	1.000000	1.000000	0.253017	0.249067	0.248958	0.248958	0.000000	9601.000000	0.000000	0.000000	0.000000
9700.000000	-0.006389	0.002059	-0.000456	0.000158	0.000376	0.001206	-0.000716	-0.002158	0.000273	0.137942	0.637904	0.100000	0.426048	0.100000	0.221648	0.120000	0.100000	0.040000	1.032842	1.002176	0.999875	1.000305	0.253017	0.249167	0.248881	0.248934	0.000000	9701.000000	0.000000	0.000000	0.000000
9800.000000	-0.002797	-0.001814	-0.000070	-0.000551	-0.000393	0.000223	0.001394	-0.000272	0.000112	0.156295	0.543602	0.165445	0.456837	0.100000	0.150000	0.120000	0.100000	0.040000	1.032904	1.002308	1.000000	1.000070	0.253022	0.249181	0.248894	0.248903	0.000000	9801.000000	0.000000	0.000000	0.000000
9900.000000	-0.002614	0.001146	0.000773	-0.000311	0.000228	-0.000114	0.004008	-0.002173	0.000012	0.121500	0.638656	0.106225	0.424116	0.100000	0.150000	0.120000	0.100000	0.040000	1.032677	1.000736	0.999924	0.999909	0.253058	0.249049	0.248948	0.248946	0.000000	9901.000000	0.000000	0.000000	0.000000
10000.000000	-0.002874	0.000526	0.000746	0.000319	0.000029	-0.000197	-0.000014	-0.001642	-0.000073	0.064981	0.612116	0.100000	0.438942	0.101817	0.151436	0.120000	0.100000	0.040000	1.032339	1.001176	0.999990	0.999988	0.253008	0.249096	0.248948	0.248948	0.000000	10001.000000	0.000000	0.000000	0.000000
10100.000000	0.000868	-0.001793	-0.000116	-0.000606	0.000002	-0.000069	0.002244	0.005915	-0.000127	0.155465	0.530000	0.165900	0.463525	0.103166	0.150000	0.120000	0.100000	0.040000	1.033058	1.000463	1.000867	1.000116	0.253066	0.248976	0.249026	0.248932	0.000000	10101.000000	0.000000	0.000000	0.000000
10200.000000	0.004125	0.000218	-0.000029	-0.000211	0.000195	-0.000678	0.002826	0.002156	-0.000019	0.131082	0.530000	0.104220	0.478945	0.100483	0.150000	0.120000	0.100000	0.040000	1.032601	0.997833	1.004059	0.999950	0.253011	0.248650	0.249426	0.248914	0.000000	10201.000000	0.000000	0.000000	0.000000
10300.000000	-0.003386	0.003255	0.000913	0.000551	-0.000019	0.001075	-0.007069	-0.007139	0.000161	0.152157	0.730000	0.100000	0.380000	0.100000	0.300000	0.120000	0.100000	0.040000	1.032333	1.000071	1.000000	1.000000	0.253041	0.248992	0.248983	0.248983	0.000000	10301.000000	0.000000	0.000000	0.000000
10400.000000	-0.001085	0.000467	-0.000114	-0.000259	-0.000135	0.000592	-0.003520	-0.009472	-0.000003	0.135818	0.730000	0.105186	0.378703	0.100073	0.300000	0.120000	0.100000	0.040000	1.032691	1.000309	1.000000	1.000114	0.253064	0.249000	0.248961	0.248975	0.000000	10401.000000	0.000000	0.000000	0.000000
10500.000000	0.003949	-0.000395	0.000024	-0.000622	0.000143	0.000126	0.001098	0.005255	-0.000168	0.092433	0.530000	0.124299	0.473925	0.104192	0.150000	0.120000	0.100000	0.040000	1.032977	0.998227	1.003902	0.999943	0.253039	0.248680	0.249387	0.248894	0.000000	10501.000000	0.000000	0.000000	0.000000
10600.000000	-0.002391	0.001007	0.000622	-0.000704	-0.000112	-0.000167	0.000614	-0.008449	-0.000253	0.126313	0.730000	0.114078	0.376481	0.106330	0.150000	0.120000	0.100000	0.040000	1.033024	1.000694	1.000000	1.000000	0.253087	0.249029	0.248942	0.248942	0.000000	10601.000000	0.000000	0.000000	0.000000
10700.000000	0.000030	0.002564	-0.000370	-0.000364	-0.000457	0.000568	-0.002177	0.000721	0.000019	0.130556	0.530000	0.107281	0.478180	0.100000	0.300000	0.120000	0.100000	0.040000	1.033008	0.998705	1.000030	1.000370	0.253135	0.248831	0.248996	0.249038	0.000000	10701.000000	0.000000	0.000000	0.000000
10800.000000	0.005203	0.001285	0.000744	0.000782	-0.000689	0.000431	-0.001836	0.002097	-0.000045	0.123050	0.530000	0.100000	0.480000	0.101124	0.300000	0.120000	0.100000	0.040000	1.032242	0.996763	1.005203	1.000000	0.252973	0.248525	0.249576	0.248927	0.000000	10801.000000	0.000000	0.000000	0.000000
10900.000000	-0.002740	-0.001286	0.000064	-0.000713	0.000312	-0.000837	0.003191	0.001322	-0.000130	0.116003	0.530000	0.152822	0.466794	0.103245	0.150000	0.120000	0.100000	0.040000	1.033090	1.002015	0.999896	0.999875	0.253059	0.249157	0.248893	0.248891	0.000000	10901.000000	0.000000	0.000000	0.000000
11000.000000	0.000077	0.003360	-0.000285	-0.000871	0.000004	0.001094	-0.002360	-0.000784	-0.000054	0.148029	0.569180	0.117415	0.456056	0.101360	0.300000	0.120000	0.100000	0.040000	1.033492	0.998284	1.000076	1.000284	0.253196	0.248777	0.249000	0.249026	0.000000	11001.000000	0.000000	0.000000	0.000000
11100.000000	-0.005952	0.005545	-0.001258	0.000872	0.000009	0.001459	-0.002099	-0.006827	0.000199	0.079311	0.730000	0.100000	0.380000	0.100000	0.300000	0.120000	0.100000	0.040000	1.033595	1.000220	0.999997	1.001255	0.253116	0.248928	0.248900	0.249056	0.000000	11101.000000	0.000000	0.000000	0.000000
11200.000000	-0.001072	0.000960	0.000073	0.000269	-0.000090	0.000328	-0.003878	-0.003279	0.000013	0.152172	0.693967	0.100000	0.398016	0.100000	0.300000	0.120000	0.100000	0.040000	1.032323	1.000057	1.000000	1.000000	0.253041	0.248991	0.248984	0.248984	0.000000	11201.000000	0.000000	0.000000	0.000000
11300.000000	0.002006	-0.000784	0.000256	-0.000004	-0.000160	0.000693	-0.000182	0.001072	0.000192	0.134365	0.530000	0.123593	0.474102	0.100000	0.168219	0.120000	0.100000	0.040000	1.032318	0.999390	1.002006	1.000000	0.252998	0.248867	0.249192	0.248943	0.000000	11301.000000	0.000000	0.000000	0.000000
11400.000000	0.000531	0.001674	0.001114	-0.000577	-0.000872	-0.000493	0.000892	0.002428	-0.000067	0.134348	0.530000	0.111533	0.477117	0.101666	0.150000	0.120000	0.100000	0.040000	1.032794	0.998898	1.000531	1.000000	0.253105	0.248852	0.249055	0.248989	0.000000	11401.000000	0.000000	0.000000	0.000000
11500.000000	-0.001113	0.005647	-0.000073	0.000229	-0.000053	0.001099	-0.005350	-0.004601	0.000027	0.120342	0.730000	0.100000	0.380000	0.100000	0.300000	0.120000	0.100000	0.040000	1.032401	0.997741	1.000000	1.000073	0.253119	0.248770	0.249051	0.249060	0.000000	11501.000000	0.000000	0.000000	0.000000
11600.000000	0.003407	-0.002649	-0.000436	0.000228	-0.000217	-0.001158	0.002643	0.003851	-0.000077	0.120703	0.530000	0.179462	0.460134	0.101928	0.150000	0.120000	0.100000	0.040000	1.032742	0.999626	1.003407	1.000436	0.252973	0.248818	0.249289	0.248919	0.000000	11601.000000	0.000000	0.000000	0.000000
11700.000000	-0.000334	-0.001010	-0.000701	0.000559	0.000143	0.000484	-0.000414	-0.000774	0.000280	0.138830	0.568721	0.130303	0.453064	0.100000	0.191442	0.120000	0.100000	0.040000	1.033056	1.000672	0.999952	1.000644	0.253072	0.249007	0.248917	0.249004	0.000000	11701.000000	0.000000	0.000000	0.000000
11800.000000	0.001950	-0.000882	-0.000366	0.000600	-0.000282	0.000719	-0.002028	-0.001632	0.000322	0.152491	0.611584	0.126457	0.432594	0.100000	0.300000	0.120000	0.100000	0.040000	1.032663	0.999467	1.001950	1.000366	0.253018	0.248853	0.249163	0.248965	0.000000	11801.000000	0.000000	0.000000	0.000000
11900.000000	0.001306	-0.002168	-0.000342	-0.000270	-0.000117	-0.000886	0.003187	0.003630	-0.000124	0.161070	0.530000	0.170441	0.462390	0.103103	0.150000	0.120000	0.100000	0.040000	1.032932	1.000432	1.001306	1.000342	0.253034	0.248956	0.249065	0.248945	0.000000	11901.000000	0.000000	0.000000	0.000000
