iter	adv_short	mi_short	adv_med	mi_med	ent_long	sense_short	intra_short	adv_avg_short	sense_med	shape_div_avg	w_adv	w_mi	w_div	w_sense	w_intra	w_shape	w_cons_floor	w_norm	ks_dom_score	ks_sit_score	ks_hist_score	ks_topo_score	ks_dom_weight	ks_sit_weight	ks_hist_weight	ks_topo_weight	ks_winner	ks_win_dom	ks_win_sit	ks_win_hist	ks_win_topo
4300.000000	0.000326	0.010162	0.002923	0.000839	-0.000000	0.000918	-0.002556	0.002511	0.000048	0.100225	0.530000	0.100000	0.480000	0.100000	0.300000	0.120000	0.100000	0.040000	1.032335	0.994782	1.000326	1.000000	0.253198	0.248488	0.249178	0.249137	0.000000	4301.000000	0.000000	0.000000	0.000000
4400.000000	0.007462	0.003414	0.001187	0.000572	0.000020	0.000779	-0.008204	-0.007617	-0.000030	0.085574	0.730000	0.100000	0.380000	0.100740	0.300000	0.120000	0.100000	0.040000	1.032338	0.994579	1.007455	0.999992	0.252979	0.248248	0.249852	0.248921	0.000000	4401.000000	0.000000	0.000000	0.000000
4500.000000	0.010075	-0.003837	-0.000873	-0.000293	0.000139	-0.000364	-0.002249	-0.001076	-0.000019	0.078602	0.583820	0.220964	0.422849	0.100480	0.300000	0.120000	0.100000	0.040000	1.033521	0.996910	1.010028	1.000818	0.252911	0.248323	0.249957	0.248809	0.000000	4501.000000	0.000000	0.000000	0.000000
4600.000000	-0.008175	-0.004260	-0.000794	0.001009	-0.000027	-0.000773	0.001878	0.000450	0.000015	0.079454	0.530000	0.227786	0.448053	0.100000	0.150000	0.120000	0.100000	0.040000	1.033126	1.006239	1.000000	1.000794	0.252897	0.249520	0.248742	0.248841	0.000000	4601.000000	0.000000	0.000000	0.000000
4700.000000	-0.000124	0.004952	0.001164	0.000486	0.000262	0.000511	-0.004651	-0.000928	0.000103	0.107353	0.576381	0.100000	0.456809	0.100000	0.300000	0.120000	0.100000	0.040000	1.032371	0.997593	0.999913	0.999895	0.253129	0.248765	0.249054	0.249052	0.000000	4701.000000	0.000000	0.000000	0.000000
4800.000000	-0.002146	-0.003333	-0.000033	-0.000829	-0.000039	-0.000638	0.001912	-0.000743	-0.000062	0.098429	0.567148	0.216558	0.432286	0.101559	0.150000	0.120000	0.100000	0.040000	1.033192	1.002743	1.000000	1.000033	0.253037	0.249214	0.248872	0.248876	0.000000	4801.000000	0.000000	0.000000	0.000000
4900.000000	-0.006634	0.002893	-0.000938	0.000905	-0.000335	0.000187	0.003848	-0.005358	-0.000030	0.084598	0.730000	0.100000	0.380000	0.100739	0.150000	0.120000	0.100000	0.040000	1.033228	1.001884	1.000000	1.000938	0.253039	0.249104	0.248870	0.248987	0.000000	4901.000000	0.000000	0.000000	0.000000
5000.000000	0.012526	0.002176	-0.000114	0.000244	-0.000057	0.000682	-0.001553	-0.000633	0.000001	0.100192	0.561664	0.100000	0.464168	0.100000	0.300000	0.120000	0.100000	0.040000	1.032441	0.992689	1.012526	1.000114	0.252884	0.247908	0.250379	0.248830	0.000000	5001.000000	0.000000	0.000000	0.000000
5100.000000	0.006135	0.001030	0.001173	-0.000174	0.000039	0.000006	0.004004	0.002606	-0.000117	0.127134	0.530000	0.103475	0.479131	0.102929	0.150000	0.120000	0.100000	0.040000	1.032514	0.996427	1.006122	0.999984	0.252980	0.248457	0.249664	0.248899	0.000000	5101.000000	0.000000	0.000000	0.000000
5200.000000	-0.011316	0.001253	-0.001629	0.000304	-0.000258	0.000551	0.003226	-0.009585	-0.000061	0.132808	0.730000	0.100000	0.380000	0.101516	0.150000	0.120000	0.100000	0.040000	1.033930	1.005064	1.000000	1.001629	0.252983	0.249358	0.248728	0.248930	0.000000	5201.000000	0.000000	0.000000	0.000000
5300.000000	-0.003758	-0.000105	-0.000786	0.000515	-0.000008	-0.000506	0.004052	0.004979	-0.000047	0.122379	0.530000	0.103156	0.479211	0.101186	0.150000	0.120000	0.100000	0.040000	1.033120	1.001935	1.000000	1.000786	0.253032	0.249117	0.248876	0.248974	0.000000	5301.000000	0.000000	0.000000	0.000000
5400.000000	-0.004798	-0.000805	-0.001886	0.000104	0.000080	-0.000375	0.001907	-0.004285	0.000094	0.114447	0.730000	0.124135	0.373966	0.100000	0.150000	0.120000	0.100000	0.040000	1.034232	1.002807	0.999973	1.001855	0.253077	0.249131	0.248779	0.249013	0.000000	5401.000000	0.000000	0.000000	0.000000
5500.000000	-0.001494	-0.002158	-0.003106	-0.000464	0.000183	-0.001264	0.002793	0.002908	-0.000222	0.097470	0.530000	0.174028	0.461493	0.105555	0.150000	0.120000	0.100000	0.040000	1.035930	1.001828	0.999939	1.003033	0.253232	0.248951	0.248716	0.249101	0.000000	5501.000000	0.000000	0.000000	0.000000
5600.000000	-0.002349	-0.000069	-0.001270	0.000023	0.000035	0.000045	-0.001272	0.005627	0.000083	0.137174	0.530000	0.102069	0.479483	0.100000	0.277222	0.120000	0.100000	0.040000	1.033610	1.001210	0.999988	1.001256	0.253087	0.249020	0.248868	0.249026	0.000000	5601.000000	0.000000	0.000000	0.000000
5700.000000	0.005938	-0.001561	0.000490	-0.000140	-0.000055	-0.000072	-0.004982	0.004127	0.000088	0.136554	0.530000	0.149625	0.467594	0.100000	0.300000	0.120000	0.100000	0.040000	1.032468	0.997821	1.005938	1.000000	0.252937	0.248594	0.249604	0.248865	0.000000	5701.000000	0.000000	0.000000	0.000000
5800.000000	-0.005088	0.000625	0.000300	0.000010	0.000414	-0.000777	0.004684	-0.002854	0.000041	0.094274	0.672679	0.100000	0.408661	0.100000	0.150000	0.120000	0.100000	0.040000	1.032391	1.002238	0.999862	0.999834	0.252988	0.249202	0.248907	0.248903	0.000000	5801.000000	0.000000	0.000000	0.000000
5900.000000	-0.009753	0.000536	-0.000436	-0.000581	0.000217	-0.000264	0.002701	-0.003961	-0.000216	0.144458	0.728034	0.111614	0.378079	0.105391	0.150000	0.120000	0.100000	0.040000	1.033382	1.004632	0.999928	1.000350	0.252988	0.249377	0.248791	0.248844	0.000000	5901.000000	0.000000	0.000000	0.000000
6000.000000	0.001756	-0.001602	0.002200	-0.000315	0.000064	-0.000211	-0.006923	-0.001402	-0.000028	0.156822	0.600116	0.154354	0.431353	0.100690	0.300000	0.120000	0.100000	0.040000	1.032659	0.999924	1.001735	0.999975	0.253023	0.248915	0.249141	0.248921	0.000000	6001.000000	0.000000	0.000000	0.000000
6100.000000	-0.003530	-0.002626	-0.000942	-0.000649	-0.000107	-0.001407	0.007373	0.005353	-0.000280	0.151155	0.530000	0.191760	0.457060	0.106996	0.150000	0.120000	0.100000	0.040000	1.033912	1.003083	1.000000	1.000942	0.253066	0.249195	0.248811	0.248928	0.000000	6101.000000	0.000000	0.000000	0.000000
6200.000000	-0.000523	-0.000769	0.001546	-0.000188	-0.000105	-0.001022	0.009618	0.000880	-0.000025	0.154803	0.530000	0.126824	0.473294	0.100636	0.150000	0.120000	0.100000	0.040000	1.032509	1.000646	1.000000	1.000000	0.253040	0.249040	0.248960	0.248960	0.000000	6201.000000	0.000000	0.000000	0.000000
6300.000000	0.000712	0.000595	-0.001068	0.000105	0.000403	0.000788	-0.001172	-0.000136	0.000240	0.128005	0.536805	0.100000	0.476598	0.100000	0.267206	0.120000	0.100000	0.040000	1.033458	0.999347	1.000578	1.000907	0.253124	0.248843	0.248996	0.249037	0.000000	6301.000000	0.000000	0.000000	0.000000
6400.000000	-0.009448	-0.001845	-0.000612	-0.000238	-0.000369	-0.000819	0.007876	0.005594	-0.000103	0.128958	0.530000	0.160103	0.464974	0.102585	0.150000	0.120000	0.100000	0.040000	1.033135	1.005670	1.000000	1.000612	0.252921	0.249472	0.248765	0.248842	0.000000	6401.000000	0.000000	0.000000	0.000000
6500.000000	0.002686	-0.000856	-0.000340	0.000506	0.000289	-0.000435	0.002693	0.001596	0.000061	0.121719	0.530000	0.125681	0.473580	0.100000	0.150000	0.120000	0.100000	0.040000	1.032714	0.999087	1.002589	1.000224	0.253020	0.248801	0.249237	0.248942	0.000000	6501.000000	0.000000	0.000000	0.000000
6600.000000	0.002169	-0.000590	0.000379	0.000117	-0.000090	-0.001074	0.006250	0.009386	0.000145	0.149534	0.530000	0.117703	0.475574	0.100000	0.150000	0.120000	0.100000	0.040000	1.032323	0.999212	1.002169	1.000000	0.252999	0.248845	0.249213	0.248943	0.000000	6601.000000	0.000000	0.000000	0.000000
6700.000000	0.004226	0.000587	0.001012	0.000271	0.000051	-0.000163	-0.000289	0.002707	0.000104	0.135309	0.530000	0.100000	0.480000	0.100000	0.178880	0.120000	0.100000	0.040000	1.032342	0.997598	1.004209	0.999980	0.252988	0.248631	0.249454	0.248927	0.000000	6701.000000	0.000000	0.000000	0.000000
6800.000000	0.004080	0.000770	-0.001227	-0.000166	-0.000079	-0.000868	0.000971	-0.000273	-0.000132	0.121076	0.543628	0.103312	0.472358	0.103306	0.150000	0.120000	0.100000	0.040000	1.033717	0.997579	1.004080	1.001227	0.253083	0.248551	0.249361	0.249005	0.000000	6801.000000	0.000000	0.000000	0.000000
6900.000000	-0.013022	0.000653	-0.000063	-0.000037	-0.000079	-0.000143	0.003828	-0.001337	0.000004	0.163221	0.596865	0.100739	0.446383	0.100000	0.150000	0.120000	0.100000	0.040000	1.032424	1.006227	1.000000	1.000063	0.252854	0.249563	0.248788	0.248795	0.000000	6901.000000	0.000000	0.000000	0.000000
7000.000000	-0.005880	0.001047	0.001068	0.000285	0.000319	-0.000078	-0.001041	-0.003196	0.000082	0.167163	0.689784	0.100000	0.400108	0.100000	0.254074	0.120000	0.100000	0.040000	1.032378	1.002426	0.999894	0.999873	0.252979	0.249218	0.248903	0.248900	0.000000	7001.000000	0.000000	0.000000	0.000000
7100.000000	-0.002612	-0.000496	0.000524	-0.000115	-0.000305	-0.000565	0.008267	0.000039	-0.000174	0.104357	0.530000	0.117178	0.475706	0.104362	0.150000	0.120000	0.100000	0.040000	1.032409	1.001556	1.000000	1.000000	0.253002	0.249129	0.248935	0.248935	0.000000	7101.000000	0.000000	0.000000	0.000000
7200.000000	-0.005683	0.000560	-0.001058	0.000008	0.000017	0.000512	-0.001562	-0.003774	-0.000195	0.189497	0.718711	0.100000	0.385645	0.104876	0.300000	0.120000	0.100000	0.040000	1.033395	1.002570	0.999994	1.001051	0.253030	0.249160	0.248839	0.248971	0.000000	7201.000000	0.000000	0.000000	0.000000
7300.000000	-0.000930	-0.000804	-0.001048	-0.000171	-0.000182	0.000078	0.002164	0.004355	0.000019	0.162547	0.530000	0.127549	0.473113	0.100000	0.150000	0.120000	0.100000	0.040000	1.033530	1.000867	1.000000	1.001048	0.253096	0.248996	0.248888	0.249019	0.000000	7301.000000	0.000000	0.000000	0.000000
7400.000000	-0.007789	-0.000557	-0.001204	-0.000393	-0.000208	0.000196	0.005960	0.003681	0.000154	0.160792	0.530000	0.124579	0.473855	0.100000	0.150000	0.120000	0.100000	0.040000	1.033904	1.004189	1.000000	1.001204	0.253022	0.249290	0.248769	0.248919	0.000000	7401.000000	0.000000	0.000000	0.000000
7500.000000	-0.000056	0.000160	-0.000012	0.000264	0.000042	0.000387	-0.002298	-0.003746	0.000011	0.125045	0.717298	0.100000	0.386351	0.100000	0.300000	0.120000	0.100000	0.040000	1.032353	0.999948	0.999986	0.999995	0.253048	0.248981	0.248985	0.248987	0.000000	7501.000000	0.000000	0.000000	0.000000
7600.000000	-0.000702	0.001986	0.003152	-0.000331	0.000291	0.000616	-0.002905	-0.003463	0.000216	0.173912	0.703169	0.106611	0.391763	0.100000	0.300000	0.120000	0.100000	0.040000	1.032705	0.999359	0.999903	0.999884	0.253106	0.248920	0.248988	0.248986	0.000000	7601.000000	0.000000	0.000000	0.000000
7700.000000	0.000948	-0.000714	-0.000623	0.000294	-0.000446	-0.000465	0.000827	-0.000495	0.000095	0.152774	0.554768	0.121427	0.462259	0.100000	0.150000	0.120000	0.100000	0.040000	1.032898	0.999884	1.000948	1.000623	0.253051	0.248908	0.249041	0.249000	0.000000	7701.000000	0.000000	0.000000	0.000000
7800.000000	0.010022	-0.000916	0.001161	-0.000242	0.000034	-0.000356	-0.002412	0.008844	0.000145	0.151098	0.530000	0.132314	0.471922	0.100000	0.300000	0.120000	0.100000	0.040000	1.032582	0.995472	1.010010	0.999987	0.252894	0.248245	0.250056	0.248806	0.000000	7801.000000	0.000000	0.000000	0.000000
7900.000000	0.004502	-0.000590	-0.000266	0.000473	-0.000237	-0.000928	0.004854	0.004476	-0.000031	0.164213	0.530000	0.117695	0.475576	0.100773	0.150000	0.120000	0.100000	0.040000	1.032569	0.998049	1.004502	1.000266	0.252977	0.248648	0.249452	0.248924	0.000000	7901.000000	0.000000	0.000000	0.000000
8000.000000	0.004368	-0.000704	-0.000656	-0.000091	-0.000066	-0.000766	0.000117	0.008089	-0.000051	0.134760	0.530000	0.122961	0.474260	0.101284	0.150000	0.120000	0.100000	0.040000	1.033074	0.998173	1.004368	1.000656	0.253013	0.248636	0.249407	0.248945	0.000000	8001.000000	0.000000	0.000000	0.000000
8100.000000	-0.007399	0.000219	-0.001130	0.000197	0.000263	-0.000071	0.000907	-0.002581	-0.000225	0.129980	0.659070	0.100000	0.415465	0.105629	0.150000	0.120000	0.100000	0.040000	1.033501	1.003604	0.999912	1.001024	0.253011	0.249257	0.248797	0.248935	0.000000	8101.000000	0.000000	0.000000	0.000000
