iter	adv_short	mi_short	adv_med	mi_med	ent_long	sense_short	intra_short	adv_avg_short	sense_med	w_adv	w_mi	w_div	w_sense	w_intra	w_cons_floor	w_norm	ks_dom_score	ks_sit_score	ks_hist_score	ks_topo_score	ks_dom_weight	ks_sit_weight	ks_hist_weight	ks_topo_weight	ks_winner	ks_win_dom	ks_win_sit	ks_win_hist	ks_win_topo
3900.000000	-0.020641	-0.000641	0.002092	0.000497	0.000213	0.000184	0.005366	-0.008333	0.000057	0.730000	0.119238	0.375190	0.100000	0.150000	0.100000	0.040000	1.032364	1.010749	0.999929	0.999915	0.252712	0.249996	0.248647	0.248645	0.000000	3871.000000	0.000000	30.000000	0.000000
4000.000000	-0.025400	-0.013116	-0.000995	-0.001347	-0.000365	-0.001121	0.016059	0.020656	-0.000349	0.530000	0.276939	0.435765	0.108726	0.150000	0.100000	0.040000	1.034628	1.019464	1.000000	1.000995	0.252614	0.250706	0.248278	0.248402	0.000000	3971.000000	0.000000	30.000000	0.000000
4100.000000	0.021363	0.004806	0.003121	0.000489	0.000230	0.000901	-0.014788	-0.008400	0.000054	0.730000	0.100000	0.380000	0.100000	0.300000	0.100000	0.040000	1.032366	0.987034	1.021285	0.999908	0.252783	0.247118	0.251386	0.248713	0.000000	4071.000000	0.000000	30.000000	0.000000
4200.000000	-0.018563	-0.002994	-0.001291	-0.000669	-0.000191	-0.000443	0.005553	0.008948	-0.000451	0.530000	0.203221	0.454195	0.111285	0.150000	0.100000	0.040000	1.034270	1.010868	1.000000	1.001291	0.252843	0.249902	0.248547	0.248708	0.000000	4171.000000	0.000000	30.000000	0.000000
4300.000000	0.008540	0.004334	-0.000774	-0.000041	-0.000474	0.001352	-0.012679	-0.002788	-0.000171	0.669421	0.100829	0.410082	0.104284	0.300000	0.100000	0.040000	1.033086	0.993586	1.008540	1.000774	0.253022	0.248074	0.249936	0.248967	0.000000	4271.000000	0.000000	30.000000	0.000000
4400.000000	0.003059	0.000037	0.000957	-0.000543	-0.000380	0.000945	0.005962	0.010501	-0.000022	0.530000	0.110856	0.477286	0.100538	0.150000	0.100000	0.040000	1.032827	0.998454	1.003059	1.000000	0.253042	0.248731	0.249304	0.248923	0.000000	4371.000000	0.000000	30.000000	0.000000
4500.000000	0.010779	0.000931	0.000777	-0.000852	0.000232	-0.000814	-0.000613	0.002345	-0.000279	0.530000	0.117042	0.475739	0.106966	0.211255	0.100000	0.040000	1.033219	0.994174	1.010701	0.999907	0.252975	0.248085	0.250143	0.248797	0.000000	4471.000000	0.000000	30.000000	0.000000
4600.000000	-0.013551	0.002600	-0.000912	0.000611	-0.000166	0.000659	-0.004946	0.000795	0.000298	0.530000	0.100000	0.480000	0.100000	0.300000	0.100000	0.040000	1.033225	1.005523	1.000000	1.000912	0.252925	0.249446	0.248758	0.248871	0.000000	4571.000000	0.000000	30.000000	0.000000
4700.000000	0.023391	0.003169	-0.002192	-0.000420	-0.000301	-0.000350	-0.011382	-0.009352	-0.000287	0.730000	0.108405	0.377899	0.107167	0.300000	0.100000	0.040000	1.034907	0.986858	1.023391	1.002192	0.252889	0.246886	0.251438	0.248787	0.000000	4671.000000	0.000000	30.000000	0.000000
4800.000000	-0.017486	-0.001517	-0.003612	-0.000382	0.000550	0.000199	0.002813	0.007277	-0.000063	0.530000	0.153150	0.466713	0.101586	0.150000	0.100000	0.040000	1.036404	1.009579	0.999817	1.003392	0.253025	0.249654	0.248438	0.248883	0.000000	4771.000000	0.000000	30.000000	0.000000
4900.000000	0.012981	0.003696	0.001930	-0.000869	0.000291	0.000669	-0.009830	-0.015940	-0.000082	0.730000	0.117376	0.375656	0.102052	0.300000	0.100000	0.040000	1.033243	0.991707	1.012883	0.999884	0.252987	0.247787	0.250424	0.248802	0.000000	4871.000000	0.000000	30.000000	0.000000
5000.000000	-0.018047	-0.000152	-0.004054	-0.000243	0.000115	0.000193	0.010772	0.007705	-0.000214	0.530000	0.109406	0.477649	0.105345	0.150000	0.100000	0.040000	1.036647	1.009181	0.999962	1.004007	0.253037	0.249585	0.248437	0.248941	0.000000	4971.000000	0.000000	30.000000	0.000000
5100.000000	0.017660	0.002811	0.001648	0.000279	0.000234	-0.000092	0.000956	-0.011124	-0.000047	0.730000	0.100000	0.380000	0.101165	0.150000	0.100000	0.040000	1.032367	0.989844	1.017580	0.999906	0.252813	0.247494	0.250950	0.248743	0.000000	5071.000000	0.000000	30.000000	0.000000
5200.000000	-0.006352	0.002127	0.002251	0.000011	-0.000272	0.000617	0.003928	0.002041	0.000071	0.530000	0.100000	0.480000	0.100000	0.150000	0.100000	0.040000	1.032298	1.002124	1.000000	1.000000	0.252973	0.249185	0.248921	0.248921	0.000000	5171.000000	0.000000	30.000000	0.000000
5300.000000	0.012906	-0.000639	-0.005190	-0.001348	-0.000343	0.000008	-0.000853	-0.012947	-0.000294	0.730000	0.146136	0.368466	0.107351	0.235271	0.100000	0.040000	1.038827	0.993908	1.012906	1.005190	0.253278	0.247653	0.250016	0.249054	0.000000	5271.000000	0.000000	30.000000	0.000000
5400.000000	-0.029012	-0.006653	-0.003016	-0.000606	0.000188	-0.001565	0.008656	0.006555	-0.000014	0.530000	0.262130	0.439468	0.100340	0.150000	0.100000	0.040000	1.035983	1.018056	0.999937	1.002940	0.252728	0.250472	0.248214	0.248587	0.000000	5371.000000	0.000000	30.000000	0.000000
5500.000000	0.002949	0.000372	0.003614	0.000059	0.000210	0.000666	-0.001771	-0.000703	0.000083	0.565155	0.100000	0.462423	0.100000	0.300000	0.100000	0.040000	1.032364	0.998342	1.002879	0.999916	0.253010	0.248743	0.249308	0.248939	0.000000	5471.000000	0.000000	30.000000	0.000000
5600.000000	-0.013290	-0.000283	-0.002997	-0.000452	0.000128	-0.000478	0.001548	0.006472	-0.000108	0.530000	0.117526	0.475619	0.102709	0.150000	0.100000	0.040000	1.035801	1.006831	0.999957	1.002946	0.253064	0.249425	0.248569	0.248941	0.000000	5571.000000	0.000000	30.000000	0.000000
5700.000000	0.003302	0.002239	0.003084	0.001839	-0.000404	0.000541	-0.003886	-0.005483	0.000263	0.730000	0.100000	0.380000	0.100000	0.300000	0.100000	0.040000	1.032281	0.997233	1.003302	1.000000	0.253021	0.248626	0.249382	0.248970	0.000000	5671.000000	0.000000	30.000000	0.000000
5800.000000	-0.008396	-0.003726	0.001062	-0.001223	0.000294	-0.000963	0.007837	0.011248	-0.000155	0.530000	0.236236	0.445941	0.103863	0.150000	0.100000	0.040000	1.033598	1.006082	0.999902	0.999882	0.252978	0.249521	0.248752	0.248749	0.000000	5771.000000	0.000000	30.000000	0.000000
5900.000000	-0.007113	-0.003764	0.003029	-0.000643	0.000052	-0.000239	-0.000734	-0.000350	-0.000066	0.547491	0.225763	0.439814	0.101651	0.223415	0.100000	0.040000	1.032985	1.005455	0.999983	0.999979	0.252934	0.249476	0.248795	0.248794	0.000000	5871.000000	0.000000	30.000000	0.000000
6000.000000	0.002314	0.004228	-0.000937	-0.000331	0.000028	0.001179	-0.004398	-0.002135	-0.000155	0.636765	0.106612	0.424965	0.103867	0.300000	0.100000	0.040000	1.033607	0.996735	1.002305	1.000926	0.253165	0.248540	0.249233	0.249062	0.000000	5971.000000	0.000000	30.000000	0.000000
6100.000000	-0.016435	-0.004232	-0.001972	-0.000866	-0.000017	-0.000474	0.000487	0.005139	-0.000100	0.530000	0.244282	0.443929	0.102497	0.150000	0.100000	0.040000	1.035170	1.010406	1.000000	1.001972	0.252921	0.249809	0.248512	0.248758	0.000000	6069.000000	0.000000	32.000000	0.000000
6200.000000	-0.001857	-0.002956	-0.000343	0.000802	0.000326	-0.001458	0.007289	0.004130	0.000180	0.530000	0.188675	0.457831	0.100000	0.150000	0.100000	0.040000	1.032723	1.002409	0.999891	1.000213	0.253001	0.249195	0.248882	0.248922	0.000000	6169.000000	0.000000	32.000000	0.000000
6300.000000	-0.010203	-0.000396	-0.002073	-0.000023	-0.000102	0.000011	-0.000837	-0.005298	-0.000125	0.730000	0.112342	0.376914	0.103116	0.233727	0.100000	0.040000	1.034418	1.005326	1.000000	1.002073	0.253007	0.249354	0.248691	0.248948	0.000000	6269.000000	0.000000	32.000000	0.000000
6400.000000	-0.010109	-0.002158	-0.001540	-0.000503	-0.000130	-0.000970	0.004834	-0.002195	-0.000291	0.639736	0.174801	0.406432	0.107274	0.150000	0.100000	0.040000	1.034361	1.006160	1.000000	1.001540	0.252992	0.249450	0.248683	0.248875	0.000000	6369.000000	0.000000	32.000000	0.000000
6500.000000	0.000222	0.000390	-0.002444	0.000062	-0.000032	0.000009	0.001011	0.004618	0.000131	0.530000	0.100000	0.480000	0.100000	0.150000	0.100000	0.040000	1.034775	0.999694	1.000222	1.002444	0.253200	0.248797	0.248863	0.249140	0.000000	6469.000000	0.000000	32.000000	0.000000
6600.000000	0.015285	-0.000408	-0.000672	-0.000365	0.000052	-0.000091	0.002375	0.007883	-0.000149	0.530000	0.119526	0.475119	0.103734	0.150000	0.100000	0.040000	1.033379	0.992620	1.015267	1.000652	0.252871	0.247770	0.250592	0.248767	0.000000	6569.000000	0.000000	32.000000	0.000000
6700.000000	-0.006530	-0.000398	-0.000473	0.000470	-0.000019	0.000216	-0.002840	-0.010372	0.000341	0.730000	0.111951	0.377012	0.100000	0.300000	0.100000	0.040000	1.032806	1.003475	1.000000	1.000473	0.252964	0.249281	0.248848	0.248907	0.000000	6669.000000	0.000000	32.000000	0.000000
6800.000000	0.013745	-0.002814	0.001363	-0.000190	-0.000129	-0.000890	-0.001597	-0.003676	-0.000075	0.713818	0.188213	0.366037	0.101875	0.300000	0.100000	0.040000	1.032507	0.994583	1.013745	1.000000	0.252796	0.248048	0.250436	0.248720	0.000000	6769.000000	0.000000	32.000000	0.000000
6900.000000	-0.007093	-0.002884	0.002971	-0.000365	0.000224	-0.000433	0.005630	0.001236	-0.000030	0.530000	0.193823	0.456544	0.100761	0.150000	0.100000	0.040000	1.032731	1.005003	0.999925	0.999911	0.252928	0.249446	0.248814	0.248812	0.000000	6869.000000	0.000000	32.000000	0.000000
7000.000000	-0.005010	0.000563	0.000980	0.000265	-0.000082	0.000131	0.000180	-0.004101	0.000105	0.730000	0.100000	0.380000	0.100000	0.150000	0.100000	0.040000	1.032324	1.002230	1.000000	1.000000	0.252972	0.249194	0.248917	0.248917	0.000000	6969.000000	0.000000	32.000000	0.000000
7100.000000	-0.012586	-0.001248	-0.002742	-0.000239	0.000164	-0.000579	0.004340	0.001789	-0.000179	0.530000	0.142235	0.469441	0.104477	0.150000	0.100000	0.040000	1.035339	1.006957	0.999945	1.002676	0.253026	0.249460	0.248587	0.248927	0.000000	7069.000000	0.000000	32.000000	0.000000
7200.000000	-0.012482	0.001637	0.000670	0.000532	0.000032	0.000349	-0.001548	0.000269	0.000187	0.530000	0.100000	0.480000	0.100000	0.300000	0.100000	0.040000	1.032340	1.005462	0.999989	0.999987	0.252873	0.249497	0.248815	0.248815	0.000000	7169.000000	0.000000	32.000000	0.000000
7300.000000	0.017082	-0.001156	0.003298	-0.000691	-0.000325	0.000455	-0.002521	-0.006728	-0.000114	0.730000	0.148497	0.367876	0.102848	0.300000	0.100000	0.040000	1.032982	0.992110	1.017081	1.000000	0.252813	0.247699	0.250811	0.248678	0.000000	7269.000000	0.000000	32.000000	0.000000
7400.000000	0.013895	0.000090	0.002747	-0.000205	-0.000459	0.000443	0.003196	-0.006126	-0.000072	0.730000	0.104101	0.378975	0.101789	0.150000	0.100000	0.040000	1.032478	0.993056	1.013896	1.000000	0.252836	0.247902	0.250498	0.248764	0.000000	7369.000000	0.000000	32.000000	0.000000
7500.000000	0.009231	0.003490	0.002102	0.000356	-0.000138	0.001108	-0.006529	-0.006580	0.000379	0.730000	0.100000	0.380000	0.100000	0.300000	0.100000	0.040000	1.032317	0.993664	1.009231	1.000000	0.252950	0.248108	0.250047	0.248895	0.000000	7469.000000	0.000000	32.000000	0.000000
7600.000000	-0.003465	-0.000714	-0.000115	-0.000842	0.000001	-0.000288	0.005841	0.003792	-0.000301	0.530000	0.138244	0.470439	0.107534	0.150000	0.100000	0.040000	1.033292	1.002092	1.000000	1.000115	0.253065	0.249147	0.248887	0.248901	0.000000	7569.000000	0.000000	32.000000	0.000000
7700.000000	-0.000513	-0.002612	-0.001049	-0.000908	-0.000277	-0.000706	0.002383	0.000619	-0.000235	0.530000	0.196540	0.455865	0.105883	0.150000	0.100000	0.040000	1.034256	1.001565	1.000000	1.001049	0.253143	0.249039	0.248844	0.248975	0.000000	7669.000000	0.000000	32.000000	0.000000
7800.000000	0.006547	-0.002632	-0.000436	-0.000725	-0.000186	-0.001066	-0.000198	0.001719	-0.000283	0.530000	0.193458	0.456636	0.107074	0.169830	0.100000	0.040000	1.033471	0.998055	1.006547	1.000436	0.252992	0.248551	0.249609	0.248848	0.000000	7769.000000	0.000000	32.000000	0.000000
7900.000000	-0.008416	-0.001362	-0.000769	0.000006	-0.000327	-0.000070	0.002386	-0.001355	-0.000112	0.597774	0.140857	0.435899	0.102808	0.150000	0.100000	0.040000	1.033060	1.004907	1.000000	1.000769	0.252933	0.249398	0.248787	0.248882	0.000000	7869.000000	0.000000	32.000000	0.000000
8000.000000	0.021608	0.001891	0.000977	0.000059	-0.000217	0.001412	-0.008375	-0.003678	0.000125	0.713900	0.100000	0.388050	0.100000	0.300000	0.100000	0.040000	1.032306	0.988367	1.021608	1.000000	0.252722	0.247231	0.251374	0.248673	0.000000	7969.000000	0.000000	32.000000	0.000000
8100.000000	-0.017266	-0.003715	-0.004159	-0.001356	-0.000130	-0.000899	0.007825	0.005300	-0.000354	0.530000	0.238561	0.445360	0.108856	0.150000	0.100000	0.040000	1.037832	1.010569	1.000000	1.004159	0.253099	0.249672	0.248356	0.248873	0.000000	8069.000000	0.000000	32.000000	0.000000
8200.000000	-0.002942	0.001492	0.001577	0.001313	0.000007	0.000911	-0.008994	-0.009201	0.000436	0.730000	0.100000	0.380000	0.100000	0.300000	0.100000	0.040000	1.032336	1.000728	0.999998	0.999997	0.253021	0.249054	0.248963	0.248963	0.000000	8169.000000	0.000000	32.000000	0.000000
8300.000000	0.005377	-0.000270	-0.002760	0.000251	-0.000297	0.000021	-0.001086	0.005792	0.000001	0.530000	0.108088	0.477978	0.100000	0.258648	0.100000	0.040000	1.035056	0.997453	1.005377	1.002760	0.253124	0.248410	0.249396	0.249070	0.000000	8269.000000	0.000000	32.000000	0.000000
8400.000000	-0.020300	0.000230	-0.006668	0.000186	-0.000345	-0.000351	0.006196	0.001993	0.000004	0.530000	0.100000	0.480000	0.100000	0.150000	0.100000	0.040000	1.038956	1.010139	1.000000	1.006668	0.253140	0.249518	0.248257	0.249086	0.000000	8369.000000	0.000000	32.000000	0.000000
8500.000000	0.004095	0.000412	0.002583	0.000173	0.000157	0.000305	-0.002299	-0.004630	0.000137	0.730000	0.100000	0.380000	0.100000	0.300000	0.100000	0.040000	1.032357	0.997750	1.004043	0.999937	0.252991	0.248651	0.249435	0.248923	0.000000	8469.000000	0.000000	32.000000	0.000000
8600.000000	-0.016620	-0.000417	-0.002393	0.000026	-0.000182	-0.000231	0.009038	0.008361	-0.000035	0.530000	0.112504	0.476874	0.100872	0.150000	0.100000	0.040000	1.034704	1.008588	1.000000	1.002393	0.252921	0.249640	0.248570	0.248868	0.000000	8569.000000	0.000000	32.000000	0.000000
