iter	adv_max	adv_avg	adv_min	adv_std	mi_max	mi_avg	mi_min	mi_std	r_cons_avg	r_sense_avg	r_intra_avg	norm_pen_avg	safety_avg	spread_avg	real_fake_loss	ca_blend	ca_rfl_gate	ca_has_data	ks_winner
4800.000000	-0.851346	-1.554486	-2.640636	0.367699	-0.121968	-0.812798	-4.381410	0.786484	0.068110	0.050165	0.675390	0.002864	10.872814	0.036001	0.392045	0.000723	0.240896	1.000000	0.000000
4900.000000	-1.515403	-1.969875	-3.052894	0.232811	-0.222421	-1.019149	-2.629441	0.439351	0.073171	0.034424	0.881362	0.005343	9.896740	0.049398	0.498965	0.004000	1.000000	1.000000	0.000000
5000.000000	-0.915892	-1.804692	-2.924225	0.454931	-0.074716	-0.558989	-2.741217	0.396010	0.064316	0.047866	0.789952	0.002507	10.869083	0.041929	0.360365	0.000000	0.000000	1.000000	0.000000
5100.000000	-1.273894	-1.915551	-2.642869	0.279192	-0.136506	-0.670568	-3.558094	0.558575	0.072801	0.062802	0.766473	0.003861	11.149054	0.042092	0.399150	0.002298	0.383003	1.000000	0.000000
5200.000000	-1.272364	-2.030826	-3.287648	0.372046	-0.083150	-0.716223	-2.832678	0.567411	0.075725	0.037940	0.849206	0.003415	10.157387	0.045859	0.451335	0.007000	1.000000	1.000000	0.000000
5300.000000	-0.865634	-1.781164	-2.907102	0.491649	-0.052045	-0.446239	-3.012612	0.461671	0.065036	0.066263	0.827711	0.003494	10.979493	0.044839	0.389784	0.001566	0.195688	1.000000	0.000000
5400.000000	-1.161327	-2.053841	-3.132766	0.490469	-0.027417	-0.434630	-3.830744	0.505790	0.066177	0.073651	0.695376	0.001944	11.790365	0.036494	0.412542	0.005858	0.650848	1.000000	0.000000
5500.000000	-1.124766	-1.776037	-2.722526	0.363139	-0.035621	-0.473019	-2.329574	0.423427	0.074376	0.058342	0.903292	0.006988	10.375977	0.052142	0.436038	0.010000	1.000000	1.000000	0.000000
5600.000000	-0.913146	-1.525991	-3.001469	0.415504	-0.112687	-0.718371	-2.835681	0.453736	0.080934	0.041437	0.893823	0.006231	9.964540	0.050869	0.476525	0.011000	1.000000	1.000000	0.000000
5700.000000	-1.077585	-1.734586	-3.063385	0.412684	-0.037029	-0.611196	-3.309524	0.636395	0.074699	0.053058	0.879635	0.006004	10.396422	0.049932	0.454921	0.012000	1.000000	1.000000	0.000000
5800.000000	-0.703259	-1.682820	-2.901066	0.583221	-0.033842	-0.416969	-3.642976	0.580543	0.065098	0.076284	0.545415	0.001518	12.633390	0.027759	0.414150	0.008879	0.683000	1.000000	0.000000
5900.000000	-0.922956	-1.724904	-2.870611	0.441949	-0.039831	-0.458397	-2.536061	0.392880	0.070411	0.063583	0.895014	0.004816	10.704079	0.049545	0.380992	0.000278	0.019845	1.000000	0.000000
6000.000000	-0.788303	-1.537455	-2.435418	0.351624	-0.040356	-0.562512	-2.669356	0.426242	0.070140	0.057142	0.917639	0.007031	10.411704	0.052904	0.437013	0.015000	1.000000	1.000000	0.000000
6100.000000	-1.116872	-1.743850	-2.772811	0.334467	-0.069087	-0.469847	-2.096676	0.326923	0.079254	0.054630	0.925086	0.008183	10.259282	0.054432	0.435272	0.016000	1.000000	1.000000	0.000000
6200.000000	-1.108649	-2.154158	-3.122609	0.469806	-0.015724	-0.179896	-1.664670	0.185742	0.062667	0.090433	0.779233	0.002906	11.716687	0.041786	0.350674	0.000000	0.000000	1.000000	0.000000
6300.000000	-1.220173	-1.938172	-2.926932	0.364034	-0.038194	-0.399412	-2.306778	0.371730	0.067702	0.069053	0.834014	0.003553	10.954316	0.045218	0.403205	0.008354	0.464104	1.000000	0.000000
6400.000000	-1.213180	-1.914384	-2.765828	0.370010	-0.025740	-0.263002	-1.621650	0.252180	0.068674	0.082956	0.868587	0.005678	11.070768	0.049068	0.406165	0.009943	0.523310	1.000000	0.000000
6500.000000	-1.021594	-1.769816	-2.544392	0.337301	-0.068099	-0.390929	-1.799639	0.223047	0.070174	0.064892	0.887473	0.005807	10.731050	0.050170	0.419962	0.015985	0.799234	1.000000	0.000000
6600.000000	-0.890743	-1.681818	-2.547947	0.336536	-0.077409	-0.407459	-1.350597	0.223778	0.072702	0.061255	0.934230	0.006740	10.423620	0.053436	0.361479	0.000000	0.000000	1.000000	0.000000
6700.000000	-0.909053	-1.707033	-2.769463	0.347921	-0.046912	-0.418115	-2.035575	0.296896	0.079447	0.056338	0.904565	0.005485	10.372310	0.050695	0.410527	0.013432	0.610534	1.000000	0.000000
6800.000000	-1.334462	-2.101274	-3.212388	0.352954	-0.076776	-0.668251	-3.819544	0.485031	0.081539	0.065790	0.907830	0.008282	10.521364	0.053646	0.449892	0.023000	1.000000	1.000000	0.000000
6900.000000	-1.192181	-1.652393	-2.796298	0.213378	-0.105514	-0.750013	-2.478373	0.432140	0.081688	0.036059	0.953413	0.010144	9.757516	0.057809	0.452707	0.024000	1.000000	1.000000	0.000000
7000.000000	-0.769975	-1.489161	-2.341992	0.323221	-0.042345	-0.559145	-2.547514	0.324899	0.081904	0.054699	0.953399	0.008227	10.348363	0.055895	0.370511	0.000000	0.000000	1.000000	0.000000
7100.000000	-1.130557	-1.915345	-2.780599	0.357985	-0.032497	-0.281361	-2.434697	0.232379	0.069536	0.086780	0.822087	0.004466	11.304815	0.045551	0.360279	0.000000	0.000000	1.000000	0.000000
7200.000000	-0.824249	-1.568055	-2.623578	0.380734	-0.024356	-0.437880	-2.207041	0.441524	0.082043	0.065015	0.934219	0.009627	10.410558	0.056330	0.428590	0.026239	0.971804	1.000000	0.000000
7300.000000	-1.087523	-2.049368	-2.981125	0.385904	-0.023909	-0.172634	-1.340975	0.156145	0.069283	0.083293	0.888423	0.005045	11.136166	0.049460	0.366605	0.000000	0.000000	1.000000	0.000000
7400.000000	-1.102463	-1.954453	-2.974481	0.355234	-0.029296	-0.355183	-1.927367	0.327791	0.073849	0.071977	0.910352	0.008138	10.683774	0.053648	0.438934	0.029000	1.000000	1.000000	0.000000
7500.000000	-1.049060	-2.063427	-2.856522	0.392114	-0.025187	-0.458611	-2.940019	0.357581	0.077302	0.078670	0.919813	0.011035	10.691835	0.057021	0.433385	0.030000	1.000000	1.000000	0.000000
7600.000000	-1.073607	-1.654212	-2.720956	0.292792	-0.049147	-0.561314	-2.550140	0.444038	0.079321	0.055444	0.940725	0.009154	10.194441	0.056177	0.437426	0.030000	1.000000	1.000000	0.000000
7700.000000	-0.735812	-1.561055	-2.747414	0.494408	-0.064836	-0.506280	-1.978788	0.351824	0.076859	0.057676	0.877743	0.006847	10.455594	0.050668	0.445010	0.030000	1.000000	1.000000	0.000000
7800.000000	-1.098607	-1.881983	-2.745108	0.381578	-0.020953	-0.263877	-2.097259	0.228386	0.071859	0.091424	0.879282	0.006456	11.198211	0.050410	0.369425	0.000000	0.000000	1.000000	0.000000
7900.000000	-0.928979	-1.510948	-2.712219	0.370589	-0.025581	-0.546470	-2.408496	0.422484	0.077639	0.054054	0.939500	0.008184	10.089870	0.055155	0.460051	0.030000	1.000000	1.000000	0.000000
8000.000000	-1.029969	-1.652711	-3.134080	0.445410	-0.019487	-0.572551	-2.221411	0.400629	0.088774	0.055515	0.937269	0.010077	10.135560	0.056939	0.475070	0.030000	1.000000	1.000000	0.000000
8100.000000	-0.887939	-1.809165	-2.960627	0.461634	-0.034186	-0.362168	-2.213788	0.316318	0.074347	0.072868	0.856296	0.007626	11.127832	0.050409	0.386165	0.003699	0.123303	1.000000	0.000000
8200.000000	-1.060756	-1.784175	-2.819286	0.376394	-0.019518	-0.516695	-2.770660	0.494169	0.078967	0.070523	0.946404	0.011488	10.446447	0.058808	0.446986	0.030000	1.000000	1.000000	0.000000
8300.000000	-1.235560	-1.999248	-3.011951	0.348946	-0.029214	-0.554405	-3.340842	0.526828	0.084379	0.070292	0.926504	0.011398	10.531408	0.057710	0.468855	0.030000	1.000000	1.000000	0.000000
8400.000000	-0.992636	-1.775591	-2.500714	0.324416	-0.035258	-0.295003	-1.975143	0.260819	0.071858	0.087264	0.882345	0.006280	11.151295	0.050389	0.373271	0.000000	0.000000	1.000000	0.000000
8500.000000	-0.943112	-1.659067	-2.709287	0.360932	-0.033312	-0.503551	-2.870895	0.453011	0.079627	0.068150	0.840508	0.008393	10.807611	0.050316	0.439807	0.030000	1.000000	1.000000	0.000000
8600.000000	-1.065217	-1.607932	-2.742079	0.321947	-0.036518	-0.630807	-2.787896	0.479035	0.085250	0.053475	0.939316	0.011247	10.141404	0.058204	0.465840	0.030000	1.000000	1.000000	0.000000
8700.000000	-0.678496	-1.545766	-2.766644	0.429998	-0.020254	-0.480414	-3.414976	0.521662	0.081354	0.079767	0.511079	0.002380	13.202823	0.026432	0.387599	0.004559	0.151972	1.000000	0.000000
8800.000000	-1.044818	-1.774899	-2.920566	0.348700	-0.033759	-0.562127	-2.924693	0.433814	0.084852	0.061154	0.951967	0.012439	10.347142	0.060034	0.452423	0.030000	1.000000	1.000000	0.000000
8900.000000	-0.993438	-1.784514	-2.692324	0.356422	-0.034528	-0.563552	-3.748719	0.517064	0.084387	0.075921	0.925470	0.011243	10.726365	0.057513	0.416445	0.021867	0.728896	1.000000	0.000000
9000.000000	-1.313290	-1.851479	-3.082638	0.286922	-0.047967	-0.748162	-2.898386	0.507705	0.089554	0.047404	0.970520	0.012551	9.885322	0.061077	0.462858	0.030000	1.000000	1.000000	0.000000
9100.000000	-0.848798	-1.552536	-2.774457	0.390541	-0.051844	-0.693224	-3.265059	0.544354	0.088106	0.062367	0.906300	0.008237	10.453019	0.053546	0.452262	0.030000	1.000000	1.000000	0.000000
9200.000000	-1.290504	-1.719512	-2.667383	0.238847	-0.130090	-0.853900	-4.465109	0.482173	0.095899	0.042748	0.977795	0.016217	9.749350	0.065104	0.462888	0.030000	1.000000	1.000000	0.000000
9300.000000	-1.066399	-2.001971	-2.956944	0.425192	-0.024608	-0.532858	-2.783990	0.502786	0.087630	0.065686	0.921094	0.011208	10.627263	0.057247	0.497847	0.030000	1.000000	1.000000	0.000000
9400.000000	-0.895627	-1.673876	-2.559988	0.303810	-0.084930	-0.974619	-4.275414	0.754079	0.094232	0.048176	0.928081	0.011767	10.187692	0.058164	0.406455	0.015873	0.529100	1.000000	0.000000
9500.000000	-0.924502	-1.714436	-2.925160	0.460200	-0.021361	-0.415208	-2.568809	0.380543	0.078700	0.074519	0.909959	0.009347	10.700568	0.054839	0.451624	0.030000	1.000000	1.000000	0.000000
9600.000000	-1.044876	-1.812923	-3.018992	0.429128	-0.012867	-0.522582	-3.134256	0.526159	0.084692	0.076993	0.925579	0.010957	10.793647	0.057227	0.458469	0.030000	1.000000	1.000000	0.000000
9700.000000	-1.098463	-1.586175	-3.001315	0.335428	-0.038687	-0.680314	-4.020148	0.596625	0.093153	0.052105	0.915989	0.007374	10.169669	0.053159	0.496130	0.030000	1.000000	1.000000	0.000000
9800.000000	-0.699098	-1.612006	-2.481100	0.395952	-0.017932	-0.342464	-2.874155	0.327213	0.079701	0.086976	0.895869	0.007254	11.268560	0.052033	0.383139	0.001883	0.062782	1.000000	0.000000
9900.000000	-0.538799	-1.788278	-3.061991	0.643144	-0.022715	-0.367413	-2.601667	0.347470	0.075296	0.075455	0.655049	0.001985	12.472773	0.034430	0.343284	0.000000	0.000000	1.000000	0.000000
10000.000000	-0.736216	-1.963946	-2.584722	0.421452	-0.014782	-0.170638	-1.860931	0.187343	0.072375	0.111301	0.722096	0.002426	12.888559	0.038456	0.366935	0.000000	0.000000	1.000000	0.000000
10100.000000	-1.100047	-1.762324	-3.231658	0.320327	-0.017832	-0.774178	-3.519150	0.649416	0.095757	0.047890	0.969102	0.014880	9.949442	0.063335	0.516391	0.030000	1.000000	1.000000	0.000000
10200.000000	-1.169267	-1.689481	-2.835054	0.325010	-0.021542	-0.546140	-3.365215	0.512595	0.090192	0.062786	0.936808	0.009869	10.356146	0.056705	0.476315	0.030000	1.000000	1.000000	0.000000
10300.000000	-0.848229	-1.569011	-2.384630	0.290233	-0.033158	-0.511605	-2.346091	0.440960	0.081771	0.066400	0.898692	0.007129	10.560553	0.052044	0.428636	0.029182	0.972717	1.000000	0.000000
10400.000000	-0.784198	-1.686728	-2.667577	0.449135	-0.014681	-0.265065	-3.101444	0.284310	0.078426	0.085340	0.901988	0.007231	11.055631	0.052323	0.401318	0.012791	0.426351	1.000000	0.000000
10500.000000	-1.053685	-1.795479	-2.904254	0.388993	-0.057961	-0.604875	-3.004346	0.495866	0.083718	0.063098	0.824855	0.005096	10.609391	0.046251	0.504049	0.030000	1.000000	1.000000	0.000000
10600.000000	-1.043271	-1.776878	-3.082500	0.432288	-0.021732	-0.520110	-3.734941	0.493319	0.085774	0.068483	0.887143	0.007365	10.616409	0.051686	0.459506	0.030000	1.000000	1.000000	0.000000
10700.000000	-1.032524	-1.651291	-2.771894	0.321648	-0.035151	-0.919007	-4.476511	0.763408	0.103849	0.049559	0.972052	0.017287	9.968865	0.065887	0.502930	0.030000	1.000000	1.000000	0.000000
10800.000000	-0.883928	-1.844760	-2.873287	0.453586	-0.011270	-0.312982	-2.634455	0.321893	0.078469	0.090273	0.861718	0.008325	11.509942	0.051383	0.375819	0.000000	0.000000	1.000000	0.000000
10900.000000	-0.827967	-1.768827	-3.072697	0.477120	-0.013941	-0.404792	-4.541576	0.507099	0.081105	0.090223	0.627449	0.001966	13.036163	0.032872	0.385788	0.003473	0.115765	1.000000	0.000000
11000.000000	-0.732810	-1.687202	-2.687616	0.414351	-0.032663	-0.427324	-2.385805	0.349321	0.081171	0.072802	0.942015	0.010260	10.776058	0.057359	0.343126	0.000000	0.000000	1.000000	0.000000
11100.000000	-1.133408	-1.776609	-3.529812	0.520365	-0.021116	-0.780977	-4.276289	0.728291	0.106266	0.068681	0.697067	0.003425	11.114618	0.037833	0.461138	0.030000	1.000000	1.000000	0.000000
11200.000000	-0.697306	-1.635536	-2.586037	0.418675	-0.029731	-0.313840	-2.130232	0.253492	0.075170	0.099386	0.903383	0.006417	11.365053	0.051584	0.375172	0.000000	0.000000	1.000000	0.000000
11300.000000	-1.061415	-1.615914	-3.077491	0.392961	-0.017676	-0.718450	-6.107892	0.778537	0.094636	0.062337	0.921879	0.013088	10.431093	0.059162	0.500191	0.030000	1.000000	1.000000	0.000000
11400.000000	-0.968707	-1.626556	-3.017760	0.415083	-0.012001	-0.697960	-4.017254	0.735042	0.092743	0.076191	0.865011	0.011449	11.103214	0.054661	0.480691	0.030000	1.000000	1.000000	0.000000
11500.000000	-0.810882	-1.741367	-3.064661	0.559370	-0.019094	-0.477884	-4.349539	0.555040	0.082981	0.075861	0.874785	0.006687	11.192966	0.050402	0.416189	0.021714	0.723785	1.000000	0.000000
11600.000000	-0.956747	-1.567638	-3.161143	0.338488	-0.053782	-0.928414	-4.127166	0.748521	0.089388	0.050781	0.718347	0.002307	10.543661	0.037549	0.507054	0.030000	1.000000	1.000000	0.000000
11700.000000	-0.911902	-1.363671	-2.491019	0.308233	-0.095617	-1.275831	-5.098425	0.997122	0.104982	0.040244	0.916967	0.010810	9.937489	0.056609	0.554169	0.030000	1.000000	1.000000	0.000000
11800.000000	-0.797334	-1.570624	-2.997321	0.445239	-0.012553	-0.800582	-6.451596	0.817917	0.091883	0.059768	0.928946	0.013442	10.368219	0.059879	0.497061	0.030000	1.000000	1.000000	0.000000
11900.000000	-0.735196	-1.549051	-2.488416	0.410510	-0.041157	-0.559799	-3.655182	0.543931	0.083529	0.074491	0.891625	0.008511	10.973265	0.053073	0.399980	0.011988	0.399604	1.000000	0.000000
